,Id,MSSubClass.30,MSSubClass.160,MSZoning.C..all.,LotShape.IR3,LandContour.Bnk,LotConfig.CulDSac,LotConfig.FR2,LandSlope.Mod,Neighborhood.BrkSide,Neighborhood.Crawfor,Neighborhood.Edwards,Neighborhood.NWAmes,Neighborhood.Somerst,Neighborhood.StoneBr,Condition1.Norm,Condition1.RRAe,Condition2.Norm,BldgType.1Fam,BldgType.Twnhs,OverallQual,OverallCond,RoofMatl.WdShngl,Exterior1st.BrkFace,Exterior1st.Wd.Sdng,MasVnrType.BrkCmn,ExterQual.TA,ExterCond.Fa,Foundation.PConc,Foundation.Stone,BsmtQual.Ex,BsmtCond.Fa,BsmtExposure.Gd,BsmtExposure.No,BsmtFinType1.GLQ,BsmtFinType2.ALQ,BsmtFinSF2,Heating.GasW,Heating.Grav,HeatingQC.Ex,BsmtFullBath,HalfBath,KitchenAbvGr,KitchenQual.Ex,KitchenQual.TA,Functional.Maj2,Functional.Typ,Fireplaces,FireplaceQu.None,GarageType.2Types,GarageCars,GarageQual.Gd,GarageCond.Fa,WoodDeckSF,ScreenPorch,Fence.GdWo,SaleType.ConLD,SaleType.New,SaleType.WD,LogSalePrice,MSZoningordered,LandContourordered,Neighborhoodbins,GreatNeighboorhood,Condition1nums,OverallQualcat.9,OverallQualGood,OverallCondcat.3,OverallCondcat.4,OverallCondcat.7,Exterior1stnums,Foundationnums,BsmtExposurenums,HeatingQCnums,NoCentralAir,KitchenQualnums,FireplaceQunums,GarageFinishnums,BadGarageQ,SummerSale,YrSoldfact.2009,SaleConditionnums,LogAllSizesSum,LotAreabin,Age,RemodAge,LogTotalHouseAreaweighted,LogTotalLivArea,LogTotalLivAreaweighted,LogX1stFlrSF,GrLivAreabin,TotalBath,LogOpenPorchSF
10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,-0.794879113099,-0.517022653386,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.28855396047,0,0,1,1.10743069712,-0.761359798324,-0.211381153188,0,1,0,1,-0.950900669937,1,0,-1.02650592761,0,0,-0.751918199273,-0.270115801243,0,0,0,1,11.7714361601,0.358920979708,-0.111129449421,-0.475471785566,0,0.181093014592,0,0,0,0,0,-0.200798737285,-0.457639615694,-0.591396396569,0.890874189039,0,-0.770826725555,-0.943866867988,-0.801667337948,0,0,0,0.189904307051,0.966871413574,0.648319753933,0.213289992707,0.971383985169,0.756352145767,0.994515793902,-0.241226126129,-0.190641118158,-0.8605373425,-0.698059766947,-1.07254897487
11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2.09739130466,-0.517022653386,0,0,0,0,0,0,1,0,1,0,0,1,1,0,-0.28855396047,0,0,1,1.10743069712,-0.761359798324,-0.211381153188,1,0,0,1,2.15147916941,0,0,1.64974166937,0,0,0.420903039038,-0.270115801243,0,0,1,0,12.751299696,0.358920979708,-0.111129449421,1.66268675733,1,0.181093014592,1,1,0,0,0,-1.75399691708,0.983900489835,-0.591396396569,0.890874189039,0,2.24231121102,1.26100613563,1.43839833364,0,1,0,1.31697864971,0.991333886859,0.648319753933,-1.17513276237,-1.11188341445,0.93013735863,1.04640526699,1.66098354406,0.212192072945,1.73261956163,2.67899590527,0.363550559147
12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,-0.794879113099,0.381611958452,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.28855396047,0,0,0,1.10743069712,-0.761359798324,-0.211381153188,0,1,0,1,-0.950900669937,1,0,-1.02650592761,0,0,0.365054408643,2.88641502269,0,0,0,1,11.8775685786,0.358920979708,-0.111129449421,-0.475471785566,0,0.181093014592,0,0,0,0,0,-0.200798737285,-0.457639615694,-0.591396396569,-1.19354298403,0,-0.770826725555,-0.943866867988,-0.801667337948,0,0,0,0.189904307051,0.976215437642,1.0450284047,0.312463046641,1.11672822235,0.717376587869,0.972224078292,-0.700949223236,-0.603962860427,-1.29273015986,-0.698059766947,-1.07254897487
13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.651256095779,-0.517022653386,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.28855396047,0,0,1,-0.819683507644,-0.761359798324,-0.211381153188,0,0,0,1,0.600289249737,0,0,1.64974166937,0,0,0.524621924059,-0.270115801243,0,0,1,0,12.5407575716,0.358920979708,-0.111129449421,0.949967243031,0,0.181093014592,0,0,0,0,0,0.964099897561,0.983900489835,1.28360629396,0.890874189039,0,0.735742242732,1.26100613563,0.318365497845,0,0,0,1.31697864971,0.980139945445,0.648319753933,-1.17513276237,-1.11188341445,0.866454700853,0.913735185728,-0.33825390203,0.949588626581,0.00384829220932,0.286914804115,0.565799505488
14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,-0.07181150866,-0.517022653386,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.28855396047,0,0,0,1.10743069712,1.22716489855,-0.211381153188,0,1,0,1,0.600289249737,0,0,-1.02650592761,0,0,-0.751918199273,-0.270115801243,1,0,0,1,11.9640010843,0.358920979708,-0.111129449421,-0.475471785566,0,0.181093014592,0,0,0,0,0,-0.977397827183,-0.457639615694,-0.591396396569,-1.19354298403,0,-0.770826725555,-0.208909200115,0.318365497845,0,1,0,0.189904307051,0.973884873059,0.648319753933,0.37857841593,1.21362438047,0.812547077534,0.988548394911,-0.0228322994332,0.395806254305,-0.428344525145,-0.41663846093,1.42048558257
15,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0.651256095779,2.17888118213,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.28855396047,0,0,1,-0.819683507644,-0.761359798324,-0.211381153188,0,1,0,1,-0.950900669937,1,0,0.311617870882,0,0,-0.368956162273,-0.270115801243,0,0,0,1,11.7905572016,-2.15438660002,-0.111129449421,-1.18819129986,0,0.181093014592,0,0,0,0,0,-1.36569737213,-1.89917972122,-0.591396396569,0.890874189039,0,-0.770826725555,-0.943866867988,-0.801667337948,0,1,0,0.189904307051,0.923795553901,-0.938514849155,1.37030895527,-0.821194940081,0.694866621542,0.843887683617,-1.95260807785,-0.810730266947,-1.29273015986,-1.40161303199,1.12379725655
16,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,-0.07181150866,1.28024657029,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.28855396047,0,0,1,1.10743069712,-0.761359798324,-0.211381153188,0,1,0,1,0.600289249737,0,0,0.311617870882,0,0,-0.751918199273,-0.270115801243,0,0,0,1,11.9117015849,0.358920979708,-0.111129449421,-0.475471785566,0,0.181093014592,0,0,0,0,1,-1.36569737213,-0.457639615694,-0.591396396569,0.890874189039,0,-0.770826725555,0.526048467759,1.43839833364,0,0,0,0.189904307051,0.967903063914,0.648319753933,0.114116938773,0.826039747987,0.74584293528,0.959790794563,-0.692856075513,-0.301513193107,-0.8605373425,-0.698059766947,-1.07254897487
17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-1.51794671754,-0.517022653386,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.28855396047,0,0,0,-0.819683507644,-0.761359798324,4.32709654761,0,1,0,1,-0.950900669937,1,0,0.311617870882,0,0,-0.751918199273,-0.270115801243,0,0,0,1,11.4075649493,0.358920979708,-0.111129449421,-0.475471785566,0,0.181093014592,0,0,0,0,0,-0.977397827183,-2.61994977399,-1.52889774184,-1.19354298403,0,-0.770826725555,-0.943866867988,-0.801667337948,0,0,0,0.189904307051,0.954481060593,0.648319753933,0.0810592541286,0.777591668926,0.657777878561,0.89597614804,-0.758288939497,0.502019728206,-0.428344525145,0.286914804115,-1.07254897487
18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-0.794879113099,-0.517022653386,0,0,0,0,1,0,1,0,0,0,0,1,1,0,-0.28855396047,0,0,1,1.10743069712,1.22716489855,-0.211381153188,0,0,0,1,-0.950900669937,1,0,0.311617870882,0,0,-0.751918199273,-0.270115801243,0,0,0,1,11.9766594812,0.358920979708,-0.111129449421,0.237247728732,0,-0.694389771184,0,0,0,0,0,0.964099897561,0.983900489835,-0.591396396569,0.890874189039,0,0.735742242732,-0.943866867988,-0.801667337948,0,1,0,0.189904307051,0.984670553844,1.44173705548,-1.07595970843,-0.918091098202,0.776966645792,0.973267054723,-0.380360674827,0.0256975097284,-0.8605373425,-0.41663846093,1.08074792763
19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,-0.794879113099,0.381611958452,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.28855396047,0,0,0,-0.819683507644,-0.761359798324,-0.211381153188,0,1,0,0,-0.950900669937,1,0,-1.02650592761,0,0,-0.751918199273,-0.270115801243,0,0,0,0,11.8422292121,0.358920979708,-0.111129449421,-0.475471785566,0,0.181093014592,0,0,0,0,0,0.187500807664,-0.457639615694,-0.591396396569,-1.19354298403,0,-0.770826725555,-0.943866867988,-0.801667337948,0,1,1,-3.19131872093,0.944628168152,-0.541806198383,0.477751469864,1.01983206423,0.80112086355,0.970164897618,-0.0982776393967,0.604768656925,-0.428344525145,-1.40161303199,-1.07254897487
20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1.37432370022,-0.517022653386,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.28855396047,0,0,1,-0.819683507644,1.22716489855,-0.211381153188,0,0,0,1,0.600289249737,0,0,1.64974166937,0,0,1.16289198573,-0.270115801243,0,0,1,0,12.6925031125,0.358920979708,-0.111129449421,1.66268675733,1,0.181093014592,0,1,0,0,0,0.964099897561,0.983900489835,1.28360629396,0.890874189039,0,0.735742242732,1.26100613563,0.318365497845,0,0,0,1.31697864971,1.0043771098,1.44173705548,-1.17513276237,-1.11188341445,0.933964431046,0.97169930842,1.06726566129,0.147623671638,1.73261956163,2.25686394624,1.27062830903
21,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.651256095779,1.28024657029,0,0,1,0,1,0,1,0,0,0,0,1,0,0,-0.28855396047,0,0,1,-0.819683507644,-0.761359798324,-0.211381153188,0,0,0,1,0.600289249737,0,0,-1.02650592761,0,0,-0.751918199273,-0.270115801243,0,0,0,1,11.8451027773,-2.15438660002,-2.33371843783,-1.90091081416,0,0.181093014592,0,0,0,0,1,-1.36569737213,0.983900489835,-0.591396396569,0.890874189039,0,0.735742242732,1.26100613563,-0.801667337948,0,1,0,0.189904307051,0.934853587073,-0.938514849155,1.33725127062,1.64965709202,0.715771216226,0.876401748419,-1.21420677778,0.00869950285125,-0.8605373425,-1.40161303199,-1.07254897487
22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1.37432370022,-0.517022653386,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.28855396047,0,0,1,-0.819683507644,-0.761359798324,-0.211381153188,0,0,0,1,0.600289249737,0,0,0.311617870882,0,0,0.612384057538,-0.270115801243,0,0,0,1,12.3458345879,0.358920979708,-0.111129449421,0.949967243031,0,0.181093014592,0,1,0,0,0,0.964099897561,0.983900489835,-0.591396396569,0.890874189039,0,0.735742242732,1.26100613563,0.318365497845,0,0,0,0.189904307051,0.980405388282,0.251611103161,-1.00984433914,-0.821194940081,0.922117480668,0.936664656108,0.211982157595,1.52746440894,0.436041109564,0.286914804115,1.28537876669
23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.794879113099,1.28024657029,0,0,0,0,1,0,1,0,0,0,0,1,1,0,-0.28855396047,0,0,0,1.10743069712,-0.761359798324,-0.211381153188,0,1,0,1,0.600289249737,0,0,0.311617870882,0,0,0.0459193778097,-0.270115801243,0,0,0,1,11.7745202027,-2.15438660002,-0.111129449421,-1.90091081416,0,0.181093014592,0,0,0,0,1,1.35239944251,0.983900489835,-0.591396396569,-1.19354298403,0,-0.770826725555,0.526048467759,-0.801667337948,0,1,0,0.189904307051,0.913248693277,-1.7319321507,-0.183402223028,0.39000703644,0.759631149756,0.989509762038,-0.273615133771,-0.130690885952,-0.8605373425,-0.698059766947,1.11550060051
24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,-0.794879113099,2.17888118213,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.85230279135,0,0,1,1.10743069712,-0.761359798324,-0.211381153188,0,0,0,1,0.600289249737,0,0,-1.02650592761,0,0,2.48730236368,-0.270115801243,0,0,0,1,11.9447078814,0.358920979708,-0.111129449421,-0.475471785566,0,0.181093014592,0,0,0,0,0,0.575800352612,-0.457639615694,0.346104948698,0.890874189039,0,0.735742242732,0.526048467759,-0.801667337948,0,1,0,0.189904307051,0.949717208297,-0.541806198383,0.180232308062,-0.675850702898,0.762050533262,0.90878911076,-1.07045639213,-0.130690885952,-0.8605373425,-0.698059766947,1.02319811793
25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1.37432370022,-0.517022653386,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.28855396047,0,0,1,-0.819683507644,-0.761359798324,-0.211381153188,0,0,0,1,0.600289249737,0,0,1.64974166937,0,0,-0.751918199273,-0.270115801243,0,0,0,1,12.4541039124,0.358920979708,-0.111129449421,1.66268675733,1,0.181093014592,0,1,0,0,0,0.964099897561,0.983900489835,-0.591396396569,0.890874189039,0,0.735742242732,1.26100613563,0.318365497845,0,1,1,0.189904307051,1.00105017002,1.44173705548,-1.14207507772,-1.01498725632,0.884834896054,0.922297964125,-0.133757245849,1.16539048258,0.436041109564,0.286914804115,0.80585422708
26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,-0.794879113099,1.28024657029,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2.7241052931,0,0,0,-0.819683507644,-0.761359798324,-0.211381153188,0,0,0,1,-0.950900669937,1,0,0.311617870882,0,0,1.01928122185,-0.270115801243,0,0,0,1,11.8115474775,0.358920979708,-0.111129449421,-0.475471785566,0,0.181093014592,0,0,0,0,1,-1.36569737213,-0.457639615694,0.346104948698,-1.19354298403,0,0.735742242732,-0.943866867988,-0.801667337948,0,1,0,0.189904307051,0.936657459401,-0.938514849155,0.742212947021,-0.627402623838,0.713477718323,0.902729478161,-1.42365960254,-0.64564315484,-1.29273015986,-0.698059766947,0.55192980712
27,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1.37432370022,-0.517022653386,0,0,0,0,0,0,1,0,1,0,0,1,1,0,-0.28855396047,0,0,1,1.10743069712,-0.761359798324,-0.211381153188,0,0,0,1,0.600289249737,0,0,1.64974166937,0,0,-0.751918199273,-0.270115801243,0,0,0,1,12.6313403809,0.358920979708,-0.111129449421,1.66268675733,1,0.181093014592,0,1,0,0,0,0.964099897561,0.983900489835,-0.591396396569,0.890874189039,0,0.735742242732,1.26100613563,0.318365497845,0,1,0,0.189904307051,0.987380124217,0.648319753933,-1.10901739308,-1.01498725632,0.907227994644,1.04108657294,1.07353920633,1.3636592427,0.436041109564,0.990468069159,0.754178753461
28,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,-0.794879113099,0.381611958452,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.28855396047,0,0,0,1.10743069712,-0.761359798324,-0.211381153188,0,1,0,1,2.15147916941,0,0,-1.02650592761,0,0,1.54585402272,-0.270115801243,0,0,0,1,12.2428866187,0.358920979708,-0.111129449421,-0.475471785566,0,0.181093014592,0,0,0,0,0,-0.977397827183,-0.457639615694,2.22110763923,-1.19354298403,0,-0.770826725555,1.26100613563,0.318365497845,0,0,0,0.189904307051,1.00605767678,1.44173705548,0.411636100575,-0.675850702898,0.877925613638,1.04150846341,0.980149986779,1.16539048258,0.436041109564,-0.698059766947,1.50915551818
29,30,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1.51794671754,0.381611958452,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.28855396047,0,0,0,-0.819683507644,-0.761359798324,-0.211381153188,0,0,0,1,-0.950900669937,1,0,-1.02650592761,0,0,-0.360977786502,-0.270115801243,0,0,0,1,11.1345890243,-2.15438660002,-0.111129449421,-1.18819129986,0,-2.44535534274,0,0,0,0,0,-0.977397827183,-1.89917972122,-0.591396396569,-2.23575157057,1,-2.27739569384,-0.943866867988,-0.801667337948,1,1,0,0.189904307051,0.908715527141,-0.938514849155,1.4694820092,1.69810517108,0.558104792154,0.781968755219,-3.27742364999,-2.37123073198,-1.72492297721,-1.40161303199,-1.07254897487
30,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1.51794671754,-1.41565726522,0,1,0,0,1,1,0,0,0,0,0,1,0,0,-0.28855396047,0,0,0,-0.819683507644,-0.761359798324,-0.211381153188,0,1,0,1,-0.950900669937,1,0,-1.02650592761,0,1,-0.751918199273,-0.270115801243,0,0,0,1,10.5966347331,-3.41104038988,-0.111129449421,-1.90091081416,0,-2.44535534274,0,0,0,1,0,0.187500807664,-1.89917972122,-0.591396396569,-1.19354298403,1,-0.770826725555,-0.943866867988,-0.801667337948,0,1,0,0.189904307051,0.946954580644,-0.541806198383,1.70088580171,1.69810517108,0.754042177475,0.897983839383,-0.711094567489,-1.67431634744,-0.428344525145,-1.40161303199,0.789259591918
31,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,-0.794879113099,0.381611958452,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.28855396047,0,0,0,-0.819683507644,1.22716489855,-0.211381153188,0,0,0,1,-0.950900669937,1,0,-1.02650592761,0,0,-0.751918199273,-0.270115801243,0,0,0,1,11.9140478236,0.358920979708,-0.111129449421,-0.475471785566,0,0.181093014592,0,0,0,0,0,-0.200798737285,-0.457639615694,-0.591396396569,-0.151334397497,0,0.735742242732,-0.943866867988,-0.801667337948,0,1,0,0.189904307051,0.953690656248,-0.541806198383,0.180232308062,-1.01498725632,0.80642148142,0.889244513696,-0.915957104802,0.332366945192,-0.428344525145,-1.12019172597,0.873966258587
